name;given name;family name;sex or gender;date of birth;electoral district;parliamentary term;parliamentary group;represents
Garrelt Duin;Garrelt;Duin;male;1968-04-02;list of results of European elections in Germany;6;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Garrelt Duin;Garrelt;Duin;male;1968-04-02;list of results of European elections in Germany;5;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Karin Jöns;Karin;Jöns;female;1953-04-29;list of results of European elections in Germany;6;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Karin Jöns;Karin;Jöns;female;1953-04-29;list of results of European elections in Germany;5;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Karin Jöns;Karin;Jöns;female;1953-04-29;list of results of European elections in Germany;4;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Christoph Werner Konrad;Christoph;Konrad;male;1957-08-28;list of results of European elections in Germany;7;European People's Party group;Christian Democratic Union
Christoph Werner Konrad;Christoph;Konrad;male;1957-08-28;list of results of European elections in Germany;6;European People's Party group;Christian Democratic Union
Christoph Werner Konrad;Christoph;Konrad;male;1957-08-28;list of results of European elections in Germany;5;European People's Party group;Christian Democratic Union
Christoph Werner Konrad;Christoph;Konrad;male;1957-08-28;list of results of European elections in Germany;4;European People's Party group;Christian Democratic Union
Constanze Angela Krehl;Constanze;Krehl;female;1956-10-14;list of results of European elections in Germany;8;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Constanze Angela Krehl;Constanze;Krehl;female;1956-10-14;list of results of European elections in Germany;7;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Constanze Angela Krehl;Constanze;Krehl;female;1956-10-14;list of results of European elections in Germany;6;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Constanze Angela Krehl;Constanze;Krehl;female;1956-10-14;list of results of European elections in Germany;5;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Constanze Angela Krehl;Constanze;Krehl;female;1956-10-14;list of results of European elections in Germany;4;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Constanze Angela Krehl;Constanze;Krehl;female;1956-10-14;list of results of European elections in Germany;9;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Ingo Friedrich;Ingo;Friedrich;male;1942-01-24;list of results of European elections in Germany;6;European People's Party group;Christian Social Union of Bavaria
Ingo Friedrich;Ingo;Friedrich;male;1942-01-24;list of results of European elections in Germany;5;European People's Party group;Christian Social Union of Bavaria
Ingo Friedrich;Ingo;Friedrich;male;1942-01-24;list of results of European elections in Germany;4;European People's Party group;Christian Social Union of Bavaria
Ingo Friedrich;Ingo;Friedrich;male;1942-01-24;list of results of European elections in Germany;3;European People's Party group;Christian Social Union of Bavaria
Ingo Friedrich;Ingo;Friedrich;male;1942-01-24;list of results of European elections in Germany;2;European People's Party group;Christian Social Union of Bavaria
Ingo Friedrich;Ingo;Friedrich;male;1942-01-24;list of results of European elections in Germany;1;European People's Party group;Christian Social Union of Bavaria
Frithjof Schmidt;Frithjof;Schmidt;male;1953-04-17;list of results of European elections in Germany;6;The Greens–European Free Alliance;Alliance '90/The Greens
Gisela Kallenbach;Gisela;Kallenbach;female;1944-03-28;list of results of European elections in Germany;6;The Greens–European Free Alliance;Alliance '90/The Greens
Elmar Brok;Elmar;Brok;male;1946-05-14;list of results of European elections in Germany;8;European People's Party group;Christian Democratic Union
Elmar Brok;Elmar;Brok;male;1946-05-14;list of results of European elections in Germany;7;European People's Party group;Christian Democratic Union
Elmar Brok;Elmar;Brok;male;1946-05-14;list of results of European elections in Germany;6;European People's Party group;Christian Democratic Union
Elmar Brok;Elmar;Brok;male;1946-05-14;list of results of European elections in Germany;5;European People's Party group;Christian Democratic Union
Elmar Brok;Elmar;Brok;male;1946-05-14;list of results of European elections in Germany;4;European People's Party group;Christian Democratic Union
Elmar Brok;Elmar;Brok;male;1946-05-14;list of results of European elections in Germany;3;European People's Party group;Christian Democratic Union
Elmar Brok;Elmar;Brok;male;1946-05-14;list of results of European elections in Germany;2;European People's Party group;Christian Democratic Union
Elmar Brok;Elmar;Brok;male;1946-05-14;list of results of European elections in Germany;1;European People's Party group;Christian Democratic Union
Alexander Graf Lambsdorff;Alexander;;male;1966-11-05;list of results of European elections in Germany;8;Group of the Alliance of Liberals and Democrats for Europe;Free Democratic Party
Alexander Graf Lambsdorff;Alexander;;male;1966-11-05;list of results of European elections in Germany;7;Group of the Alliance of Liberals and Democrats for Europe;Free Democratic Party
Alexander Graf Lambsdorff;Alexander;;male;1966-11-05;list of results of European elections in Germany;6;Group of the Alliance of Liberals and Democrats for Europe;Free Democratic Party
Karl von Wogau;Karl;;male;1941-07-18;list of results of European elections in Germany;6;European People's Party group;Christian Democratic Union
Karl von Wogau;Karl;;male;1941-07-18;list of results of European elections in Germany;5;European People's Party group;Christian Democratic Union
Karl von Wogau;Karl;;male;1941-07-18;list of results of European elections in Germany;4;European People's Party group;Christian Democratic Union
Karl von Wogau;Karl;;male;1941-07-18;list of results of European elections in Germany;3;European People's Party group;Christian Democratic Union
Karl von Wogau;Karl;;male;1941-07-18;list of results of European elections in Germany;2;European People's Party group;Christian Democratic Union
Karl von Wogau;Karl;;male;1941-07-18;list of results of European elections in Germany;1;European People's Party group;Christian Democratic Union
Jan Philipp Albrecht;Jan;Albrecht;male;1982-12-20;list of results of European elections in Germany;8;The Greens–European Free Alliance;Alliance '90/The Greens
Jan Philipp Albrecht;Jan;Albrecht;male;1982-12-20;list of results of European elections in Germany;7;The Greens–European Free Alliance;Alliance '90/The Greens
Jürgen Creutzmann;Jürgen;Creutzmann;male;1945-10-04;list of results of European elections in Germany;7;Group of the Alliance of Liberals and Democrats for Europe;Free Democratic Party
Barbara Lochbihler;Barbara;Lochbihler;female;1959-05-20;list of results of European elections in Germany;8;The Greens–European Free Alliance;Alliance '90/The Greens
Barbara Lochbihler;Barbara;Lochbihler;female;1959-05-20;list of results of European elections in Germany;7;The Greens–European Free Alliance;Alliance '90/The Greens
Christian von Boetticher;Christian;von Boetticher;male;1970-12-24;list of results of European elections in Germany;5;European People's Party group;Christian Democratic Union
Bernhard Rapkay;Bernhard;Rapkay;male;1951-01-08;list of results of European elections in Germany;7;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Bernhard Rapkay;Bernhard;Rapkay;male;1951-01-08;list of results of European elections in Germany;6;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Bernhard Rapkay;Bernhard;Rapkay;male;1951-01-08;list of results of European elections in Germany;5;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Bernhard Rapkay;Bernhard;Rapkay;male;1951-01-08;list of results of European elections in Germany;4;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Thomas Mann;Thomas;Mann;male;1946-01-28;list of results of European elections in Germany;8;European People's Party group;Christian Democratic Union
Thomas Mann;Thomas;Mann;male;1946-01-28;list of results of European elections in Germany;7;European People's Party group;Christian Democratic Union
Thomas Mann;Thomas;Mann;male;1946-01-28;list of results of European elections in Germany;6;European People's Party group;Christian Democratic Union
Thomas Mann;Thomas;Mann;male;1946-01-28;list of results of European elections in Germany;5;European People's Party group;Christian Democratic Union
Thomas Mann;Thomas;Mann;male;1946-01-28;list of results of European elections in Germany;4;European People's Party group;Christian Democratic Union
Norbert Glante;Norbert;;male;1952-08-08;list of results of European elections in Germany;7;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Norbert Glante;Norbert;;male;1952-08-08;list of results of European elections in Germany;6;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Norbert Glante;Norbert;;male;1952-08-08;list of results of European elections in Germany;5;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Norbert Glante;Norbert;;male;1952-08-08;list of results of European elections in Germany;4;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Christian Ehler;Christian;Ehler;male;1963-08-17;list of results of European elections in Germany;8;European People's Party group;Christian Democratic Union
Christian Ehler;Christian;Ehler;male;1963-08-17;list of results of European elections in Germany;7;European People's Party group;Christian Democratic Union
Christian Ehler;Christian;Ehler;male;1963-08-17;list of results of European elections in Germany;6;European People's Party group;Christian Democratic Union
Christian Ehler;Christian;Ehler;male;1963-08-17;list of results of European elections in Germany;9;European People's Party group;Christian Democratic Union
Christian Ehler;Christian;Ehler;male;1963-08-17;Germany;10;European People's Party group;Christian Democratic Union
Erika Mann;Erika;Mann;female;1950-11-02;list of results of European elections in Germany;6;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Erika Mann;Erika;Mann;female;1950-11-02;list of results of European elections in Germany;5;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Erika Mann;Erika;Mann;female;1950-11-02;list of results of European elections in Germany;4;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Sylvia-Yvonne Kaufmann;Sylvia;Kaufmann;female;1955-01-23;list of results of European elections in Germany;8;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Sylvia-Yvonne Kaufmann;Sylvia;Kaufmann;female;1955-01-23;list of results of European elections in Germany;6;Progressive Alliance of Socialists and Democrats;The Left
Sylvia-Yvonne Kaufmann;Sylvia;Kaufmann;female;1955-01-23;list of results of European elections in Germany;5;Progressive Alliance of Socialists and Democrats;The Left
Herbert Reul;Herbert;Reul;male;1952-08-31;North Rhine-Westphalia;6;European People's Party group;Christian Democratic Union
Herbert Reul;Herbert;Reul;male;1952-08-31;North Rhine-Westphalia;7;European People's Party group;Christian Democratic Union
Herbert Reul;Herbert;Reul;male;1952-08-31;North Rhine-Westphalia;8;European People's Party group;Christian Democratic Union
Georgios Chatzimarkakis;Georgios;;male;1966-04-21;list of results of European elections in Germany;7;Group of the Alliance of Liberals and Democrats for Europe;Free Democratic Party
Georgios Chatzimarkakis;Georgios;;male;1966-04-21;list of results of European elections in Germany;6;Group of the Alliance of Liberals and Democrats for Europe;Free Democratic Party
Helmuth Markov;Helmuth;Markov;male;1952-06-05;list of results of European elections in Germany;6;European United Left–Nordic Green Left;The Left
Helmuth Markov;Helmuth;Markov;male;1952-06-05;list of results of European elections in Germany;5;European United Left–Nordic Green Left;The Left
Godelieve Quisthoudt-Rowohl;Godelieve;;female;1947-06-18;Germany;8;European People's Party group;Christian Democratic Union
Godelieve Quisthoudt-Rowohl;Godelieve;;female;1947-06-18;Germany;7;European People's Party group;Christian Democratic Union
Godelieve Quisthoudt-Rowohl;Godelieve;;female;1947-06-18;Germany;6;European People's Party group;Christian Democratic Union
Godelieve Quisthoudt-Rowohl;Godelieve;;female;1947-06-18;Germany;5;European People's Party group;Christian Democratic Union
Godelieve Quisthoudt-Rowohl;Godelieve;;female;1947-06-18;Germany;4;European People's Party group;Christian Democratic Union
Godelieve Quisthoudt-Rowohl;Godelieve;;female;1947-06-18;Germany;3;European People's Party group;Christian Democratic Union
Jutta Haug;Jutta;;female;1951-10-08;list of results of European elections in Germany;7;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Jutta Haug;Jutta;;female;1951-10-08;list of results of European elections in Germany;6;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Jutta Haug;Jutta;;female;1951-10-08;list of results of European elections in Germany;5;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Jutta Haug;Jutta;;female;1951-10-08;list of results of European elections in Germany;4;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Evelyne Gebhardt;Evelyne;Gebhardt;female;1954-01-19;list of results of European elections in Germany;8;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Evelyne Gebhardt;Evelyne;Gebhardt;female;1954-01-19;list of results of European elections in Germany;7;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
